recorded_at,plate_sequence,object_category,defect_name,source_image,source_relative_path,original_copied_image,plate_image,reason,status
2026-07-15T18:25:40+08:00,158,multiwell_plate_24,solid_residue,D:\学校\假期\container-1\empty_container\multiwell_plate_24\solid_residue\powder\analytical_balance-001\view_001_rgb.png,empty_container/multiwell_plate_24/solid_residue/powder/analytical_balance-001/view_001_rgb.png,D:\学校\假期\标注\multiwell_plate_24\solid_residue\images\072__powder__analytical_balance-001__view_001_rgb.png,D:\学校\假期\标注\plate\solid_residue\images\multiwell_plate_24__072__powder__analytical_balance-001__view_001_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,159,multiwell_plate_24,solid_residue,D:\学校\假期\container-1\empty_container\multiwell_plate_24\solid_residue\powder\analytical_balance-001\view_002_rgb.png,empty_container/multiwell_plate_24/solid_residue/powder/analytical_balance-001/view_002_rgb.png,D:\学校\假期\标注\multiwell_plate_24\solid_residue\images\073__powder__analytical_balance-001__view_002_rgb.png,D:\学校\假期\标注\plate\solid_residue\images\multiwell_plate_24__073__powder__analytical_balance-001__view_002_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,160,multiwell_plate_24,solid_residue,D:\学校\假期\container-1\empty_container\multiwell_plate_24\solid_residue\powder\analytical_balance-002\view_001_rgb.png,empty_container/multiwell_plate_24/solid_residue/powder/analytical_balance-002/view_001_rgb.png,D:\学校\假期\标注\multiwell_plate_24\solid_residue\images\074__powder__analytical_balance-002__view_001_rgb.png,D:\学校\假期\标注\plate\solid_residue\images\multiwell_plate_24__074__powder__analytical_balance-002__view_001_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,161,multiwell_plate_24,solid_residue,D:\学校\假期\container-1\empty_container\multiwell_plate_24\solid_residue\powder\analytical_balance-002\view_002_rgb.png,empty_container/multiwell_plate_24/solid_residue/powder/analytical_balance-002/view_002_rgb.png,D:\学校\假期\标注\multiwell_plate_24\solid_residue\images\075__powder__analytical_balance-002__view_002_rgb.png,D:\学校\假期\标注\plate\solid_residue\images\multiwell_plate_24__075__powder__analytical_balance-002__view_002_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,177,multiwell_plate_11,stain,D:\学校\假期\container-1\empty_container\multiwell_plate_11\stain\pigment_stain\analytical_balance-002\view_002_rgb.png,empty_container/multiwell_plate_11/stain/pigment_stain/analytical_balance-002/view_002_rgb.png,D:\学校\假期\标注\multiwell_plate_11\stain\images\057__pigment_stain__analytical_balance-002__view_002_rgb.png,D:\学校\假期\标注\plate\stain\images\multiwell_plate_11__057__pigment_stain__analytical_balance-002__view_002_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,178,multiwell_plate_11,stain,D:\学校\假期\container-1\empty_container\multiwell_plate_11\stain\pigment_stain\transfer_stage-001\view_001_rgb.png,empty_container/multiwell_plate_11/stain/pigment_stain/transfer_stage-001/view_001_rgb.png,D:\学校\假期\标注\multiwell_plate_11\stain\images\058__pigment_stain__transfer_stage-001__view_001_rgb.png,D:\学校\假期\标注\plate\stain\images\multiwell_plate_11__058__pigment_stain__transfer_stage-001__view_001_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,179,multiwell_plate_11,stain,D:\学校\假期\container-1\empty_container\multiwell_plate_11\stain\pigment_stain\transfer_stage-001\view_002_rgb.png,empty_container/multiwell_plate_11/stain/pigment_stain/transfer_stage-001/view_002_rgb.png,D:\学校\假期\标注\multiwell_plate_11\stain\images\059__pigment_stain__transfer_stage-001__view_002_rgb.png,D:\学校\假期\标注\plate\stain\images\multiwell_plate_11__059__pigment_stain__transfer_stage-001__view_002_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,180,multiwell_plate_11,stain,D:\学校\假期\container-1\empty_container\multiwell_plate_11\stain\pigment_stain\transfer_stage-002\view_001_rgb.png,empty_container/multiwell_plate_11/stain/pigment_stain/transfer_stage-002/view_001_rgb.png,D:\学校\假期\标注\multiwell_plate_11\stain\images\060__pigment_stain__transfer_stage-002__view_001_rgb.png,D:\学校\假期\标注\plate\stain\images\multiwell_plate_11__060__pigment_stain__transfer_stage-002__view_001_rgb.png,no_json,unusable
2026-07-15T18:25:40+08:00,181,multiwell_plate_11,stain,D:\学校\假期\container-1\empty_container\multiwell_plate_11\stain\pigment_stain\transfer_stage-002\view_002_rgb.png,empty_container/multiwell_plate_11/stain/pigment_stain/transfer_stage-002/view_002_rgb.png,D:\学校\假期\标注\multiwell_plate_11\stain\images\061__pigment_stain__transfer_stage-002__view_002_rgb.png,D:\学校\假期\标注\plate\stain\images\multiwell_plate_11__061__pigment_stain__transfer_stage-002__view_002_rgb.png,no_json,unusable
2026-07-15T22:44:53+08:00,,beaker,foreign_object_residue,D:\学校\假期\container-1\empty_container\beaker\foreign_object_residue\glass_stirring_rod\magnetic_stirrer_01-001\view_002_rgb.png,empty_container/beaker/foreign_object_residue/glass_stirring_rod/magnetic_stirrer_01-001/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000002;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,label_anomaly,D:\学校\假期\container-1\empty_container\beaker\label_anomaly\label_soiling\beaker_sample_carousel-003\view_005_rgb.png,empty_container/beaker/label_anomaly/label_soiling/beaker_sample_carousel-003/view_005_rgb.png,,,global_delete_from_box;archive_sequence=000100;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\magnetic_stirrer_01-001\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/magnetic_stirrer_01-001/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000142;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\magnetic_stirrer_01-001\view_001_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/magnetic_stirrer_01-001/view_001_rgb.png,,,global_delete_from_box;archive_sequence=000143;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\magnetic_stirrer_01-001\view_005_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/magnetic_stirrer_01-001/view_005_rgb.png,,,global_delete_from_box;archive_sequence=000145;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\magnetic_stirrer_01-001\view_003_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/magnetic_stirrer_01-001/view_003_rgb.png,,,global_delete_from_box;archive_sequence=000146;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\magnetic_stirrer_02-002\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/magnetic_stirrer_02-002/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000156;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-002\view_001_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-002/view_001_rgb.png,,,global_delete_from_box;archive_sequence=000162;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-002\view_003_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-002/view_003_rgb.png,,,global_delete_from_box;archive_sequence=000163;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-002\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-002/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000164;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-002\view_004_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-002/view_004_rgb.png,,,global_delete_from_box;archive_sequence=000165;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-002\view_005_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-002/view_005_rgb.png,,,global_delete_from_box;archive_sequence=000166;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-003\view_001_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-003/view_001_rgb.png,,,global_delete_from_box;archive_sequence=000167;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-004\view_001_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-004/view_001_rgb.png,,,global_delete_from_box;archive_sequence=000172;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-004\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-004/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000173;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-004\view_003_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-004/view_003_rgb.png,,,global_delete_from_box;archive_sequence=000174;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-004\view_005_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-004/view_005_rgb.png,,,global_delete_from_box;archive_sequence=000175;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-005\view_001_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-005/view_001_rgb.png,,,global_delete_from_box;archive_sequence=000176;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-004\view_004_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-004/view_004_rgb.png,,,global_delete_from_box;archive_sequence=000177;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-005\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-005/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000178;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-005\view_003_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-005/view_003_rgb.png,,,global_delete_from_box;archive_sequence=000179;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-005\view_004_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-005/view_004_rgb.png,,,global_delete_from_box;archive_sequence=000180;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-005\view_005_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-005/view_005_rgb.png,,,global_delete_from_box;archive_sequence=000181;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-006\view_001_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-006/view_001_rgb.png,,,global_delete_from_box;archive_sequence=000182;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-006\view_003_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-006/view_003_rgb.png,,,global_delete_from_box;archive_sequence=000183;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-006\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-006/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000184;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\beaker_sample_carousel-006\view_004_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/beaker_sample_carousel-006/view_004_rgb.png,,,global_delete_from_box;archive_sequence=000185;manual_box_deleted_by_user,unusable
2026-07-15T22:44:53+08:00,,beaker,powder_residue,D:\学校\假期\container-1\empty_container\beaker\powder_residue\bottom_powder_residue\transfer_stage-002\view_002_rgb.png,empty_container/beaker/powder_residue/bottom_powder_residue/transfer_stage-002/view_002_rgb.png,,,global_delete_from_box;archive_sequence=000213;manual_box_deleted_by_user,unusable
